geneID_human	geneID_mouse	humanMouseConnection	diseaseName	DO_ID	OMIM_ID	mouseStrain	mouseMGI_ID	mouseMP_ID	MPnames
112	ABRAXAS1	Abraxas1	n					MGI:1917931		
113	ABRAXAS2	Abraxas2	n				Abraxas2<tm1a(EUCOMM)Wtsi>	MGI:1926116	MP:0005376 MP:0005387 MP:0005397	homeostasis/metabolism phenotype,immune system phenotype,hematopoietic system phenotype
114	ABT1	Abt1	n				Abt1<tm1(KOMP)Vlcg>	MGI:1353636		
115	ABTB1	Abtb1	n					MGI:1933148		
116	ABTB2	Abtb2	n				Abtb2<tm1a(KOMP)Wtsi>	MGI:2139365	MP:0005386 MP:0005397 MP:0005387	behavior/neurological phenotype,immune system phenotype,hematopoietic system phenotype
117	ACAA1	Acaa1a	n				Acaa1a<Gt(OST49007)Lex>,Acaa1a<tm1a(KOMP)Wtsi>	MGI:2148491	MP:0005397 MP:0005376	homeostasis/metabolism phenotype,hematopoietic system phenotype
118	ACAA1	Acaa1b	n				Acaa1a<Gt(OST49007)Lex>,Acaa1a<tm1a(KOMP)Wtsi>	MGI:3605455	MP:0002873	homeostasis/metabolism phenotype,hematopoietic system phenotype
119	ACAA1	Acaa1a	n				Acaa1a<Gt(OST49007)Lex>,Acaa1a<tm1a(KOMP)Wtsi>	MGI:2148491	MP:0005397 MP:0005376	homeostasis/metabolism phenotype,hematopoietic system phenotype
120	ACAA1	Acaa1b	n				Acaa1a<Gt(OST49007)Lex>,Acaa1a<tm1a(KOMP)Wtsi>	MGI:3605455	MP:0002873	homeostasis/metabolism phenotype,hematopoietic system phenotype
121	ACAA2	Acaa2	n				Acaa2<em1(IMPC)Wtsi>,Acaa2<Gt(OST209698)Lex>	MGI:1098623		
122	ACACA	Acaca	n				Acaca<Gt(OST126456)Lex>,Acaca<tm1.1Grst>,Acaca<tm1.1Jkus>,Acaca<tm1Dejs>,Acaca<tm1Jdh>,Acaca<tm1Jkus>,Acaca<tm1Sjw>,Acaca<tm2Sjw>	MGI:108451	MP:0005378 MP:0005376 MP:0005380 MP:0005370 MP:0005397 MP:0010768 MP:0005387	liver/biliary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
123	ACACB	Acacb	n				Acacb<tm1.1Dejs>,Acacb<tm1.1Grst>,Acacb<tm1.1Lowl>,Acacb<tm1.2Lowl>,Acacb<tm1Dejs>,Acacb<tm1Lex>,Acacb<tm1Sjw>	MGI:2140940	MP:0005369 MP:0005384 MP:0005376 MP:0005375 MP:0002873 MP:0010771 MP:0005385 MP:0005378 MP:0005386	normal phenotype,muscle phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,integument phenotype
124	ACAD10	Acad10	n				Acad10<em1(IMPC)Tcp>,Acad10<Gt(OST448289)Lex>	MGI:1919235		
125	ACAD11	Acad11	n				Acad11<Gt(OST438190)Lex>	MGI:2143169		
126	ACAD8	Acad8	n				Acad8<m1Ytc>	MGI:1914198	MP:0005375 MP:0005367 MP:0005376 MP:0005384 MP:0005370	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,cellular phenotype
127	ACAD9	Acad9	n					MGI:1914272		
128	ACADL	Acadl	n				Acadl<tm1Uab>	MGI:87866	MP:0010768 MP:0005389 MP:0005385 MP:0005370 MP:0005367 MP:0005376	renal/urinary system phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,cardiovascular system phenotype,reproductive system phenotype,mortality/aging
129	ACADM	Acadm	y	medium chain acyl-CoA dehydrogenase deficiency	DOID:0080153	OMIM:201450	Acadm<tm1a(EUCOMM)Hmgu>,Acadm<tm1b(EUCOMM)Hmgu>,Acadm<tm1Uab>	MGI:87867	MP:0005376 MP:0005369 MP:0010768 MP:0005385 MP:0005370	muscle phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,cardiovascular system phenotype,mortality/aging
130	ACADS	Acads	y	short chain acyl-CoA dehydrogenase deficiency	DOID:0080154	OMIM:201470	Acads<a>,Acads<b>,Acads<del-J>,Acads<Hdlq8-C57BL/6J>,Acads<Hdlq8-NZB/BlNJ>	MGI:87868	MP:0005367 MP:0005386 MP:0005370 MP:0010771 MP:0010768 MP:0005369 MP:0005384 MP:0005376	renal/urinary system phenotype,muscle phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,cellular phenotype,behavior/neurological phenotype,mortality/aging,integument phenotype
131	ACADSB	Acadsb	n				Acadsb<em1(IMPC)J>	MGI:1914135		
132	ACADVL	Acadvl	y	very long chain acyl-CoA dehydrogenase deficiency	DOID:0080155	OMIM:201475	Acadvl<tm1Uab>,Acadvl<tm1Vje>,Acadvl<tm1Zkhu>	MGI:895149	MP:0005369 MP:0005384 MP:0005376 MP:0005378 MP:0002006 MP:0005375 MP:0005370 MP:0005386 MP:0010768 MP:0005385	neoplasm,muscle phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,mortality/aging
133	ACAN	Acan	n				Acan<b2b183Clo>,Acan<cmd>,Acan<cmd-Bc>,Acan<mpc227H>,Acan<tm1.1(EGFP/cre/ERT2)Wtsi>,Acan<tm1a(EUCOMM)Hmgu>,Acan<tm1Afos>,Acan<tm1b(EUCOMM)Hmgu>,Acan<tm1(cre/ERT2)Crm>,Acan<tm2Afos>	MGI:99602	MP:0005378 MP:0005369 MP:0005382 MP:0005387 MP:0005376 MP:0005390 MP:0005386 MP:0005370 MP:0005388 MP:0002873 MP:0010768 MP:0005385 MP:0002006 MP:0005371 MP:0005377 MP:0003631 MP:0005381	neoplasm,normal phenotype,nervous system phenotype,muscle phenotype,liver/biliary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,digestive/alimentary phenotype,craniofacial phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,skeleton phenotype,mortality/aging
134	ACAP1	Acap1	n				Acap1<tm1.1(KOMP)Vlcg>,Acap1<tm1(KOMP)Vlcg>	MGI:2388270	MP:0005376	homeostasis/metabolism phenotype
135	ACAP2	Acap2	n				Acap2<em1(IMPC)J>	MGI:1925868		
136	ACAP3	Acap3	n				Acap3<tm1a(EUCOMM)Hmgu>	MGI:2153589	MP:0005378	growth/size/body region phenotype
137	ACAT1	Acat1	n					MGI:87870		
138	ACAT2	Acat2	n				Acat2<tm1b(KOMP)Wtsi>	MGI:87871	MP:0010768 MP:0005380 MP:0005391 MP:0005378 MP:0005376	homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,vision/eye phenotype,mortality/aging
139	ACAT2	Acat3	n				Acat2<tm1b(KOMP)Wtsi>	MGI:109182		homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,vision/eye phenotype,mortality/aging
140	ACAT2	Acat2	n				Acat2<tm1b(KOMP)Wtsi>	MGI:87871	MP:0010768 MP:0005380 MP:0005391 MP:0005378 MP:0005376	homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,vision/eye phenotype,mortality/aging
141	ACAT2	Acat3	n				Acat2<tm1b(KOMP)Wtsi>	MGI:109182		homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,vision/eye phenotype,mortality/aging
142	ACBD3	Acbd3	n				Acbd3<tm1a(EUCOMM)Hmgu>,Acbd3<tm1b(EUCOMM)Hmgu>	MGI:2181074	MP:0005391 MP:0005367 MP:0005386 MP:0010768 MP:0005376	renal/urinary system phenotype,homeostasis/metabolism phenotype,behavior/neurological phenotype,vision/eye phenotype,mortality/aging
143	ACBD4	Acbd4	n					MGI:1914381		
144	ACBD5	Acbd5	n				Acbd5<tm1a(EUCOMM)Wtsi>,Acbd5<tm1b(EUCOMM)Wtsi>	MGI:1921409	MP:0005387 MP:0005397	immune system phenotype,hematopoietic system phenotype
145	ACBD6	Acbd6	n					MGI:1919732		
146	ACBD7	Acbd7	n					MGI:1925495		
147	ACCS	Accs	n					MGI:1919717		
148	ACCSL	Accsl	n					MGI:3584519		
149	ACD	Acd	n				Acd<acd>,Acd<tm1.1Blas>,Acd<tm1.1Cek>,Acd<tm1.2Cek>	MGI:87873	MP:0010771 MP:0005378 MP:0005379 MP:0005382 MP:0005384 MP:0005376 MP:0005367 MP:0005386 MP:0010768 MP:0005389 MP:0002006 MP:0001186 MP:0005377 MP:0005371 MP:0005381	pigmentation phenotype,neoplasm,renal/urinary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,behavior/neurological phenotype,reproductive system phenotype,mortality/aging,integument phenotype
150	ACE	Ace	n				Ace<tm1.1Hlu>,Ace<tm1.1(KOMP)Vlcg>,Ace<tm1Keb>,Ace<tm1(KOMP)Vlcg>,Ace<tm1Mcf>,Ace<tm1Unc>,Ace<tm2Keb>,Ace<tm2Unc>,Ace<tm3Keb>,Ace<tm3Unc>,Ace<tm4Keb>,Ace<tm5Keb>,Ace<tm6Keb>,Ace<tm7Keb>,Ace<tm8.1Keb>,Ace<tm8Keb>,Ace<tm9Keb>	MGI:87874	MP:0005378 MP:0005375 MP:0005379 MP:0005376 MP:0010768 MP:0005389 MP:0005385 MP:0005397 MP:0002006 MP:0005386 MP:0005387 MP:0005367	neoplasm,renal/urinary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,reproductive system phenotype,hematopoietic system phenotype,mortality/aging
151	ACE2	Ace2	n				Ace2<em#Yngh>,Ace2<tm1Cof>,Ace2<tm1Hira>,Ace2<tm1Lex>,Ace2<tm1Pngr>	MGI:1917258	MP:0005381 MP:0005367 MP:0005387 MP:0005388 MP:0001186 MP:0010768 MP:0010771 MP:0005385 MP:0005378 MP:0005369 MP:0005384 MP:0005376	pigmentation phenotype,renal/urinary system phenotype,muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,digestive/alimentary phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,respiratory system phenotype,mortality/aging,integument phenotype
152	ACE3P	Ace3	n				Ace3<tm1Osb>	MGI:3644400		
153	ACER1	Acer1	n				Acer1<tm1a(EUCOMM)Wtsi>,Acer1<tm1(KOMP)Vlcg>	MGI:2181962	MP:0005397 MP:0001186 MP:0005386 MP:0005387 MP:0005391 MP:0010771 MP:0005378 MP:0005379 MP:0005375 MP:0005384 MP:0005376	pigmentation phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,vision/eye phenotype,hematopoietic system phenotype,integument phenotype
154	ACER2	Acer2	n				Acer2<em1Mvw>	MGI:1920932	MP:0005376 MP:0002873 MP:0010771	normal phenotype,homeostasis/metabolism phenotype,integument phenotype
155	ACER3	Acer3	n				Acer3<Gt(OST35108)Lex>,Acer3<tm1Cmao>	MGI:1913440	MP:0003631 MP:0005386 MP:0002873 MP:0005376	normal phenotype,nervous system phenotype,homeostasis/metabolism phenotype,behavior/neurological phenotype
156	ACHE	Ache	n				Ache<tm1.1Hssh>,Ache<tm1.1Pata>,Ache<tm1Loc>,Ache<tm1Pata>,Ache<tm2Pata>,Ache<tm3Pata>,Ache<tm4.1Pata>,Ache<tm4Pata>	MGI:87876	MP:0005388 MP:0005386 MP:0005389 MP:0010768 MP:0005397 MP:0003631 MP:0005377 MP:0005391 MP:0005378 MP:0005375 MP:0005369 MP:0005382 MP:0005376	nervous system phenotype,muscle phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,craniofacial phenotype,behavior/neurological phenotype,respiratory system phenotype,reproductive system phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging
157	ACIN1	Acin1	n					MGI:1891824		
158	ACKR1	Ackr1	n				Ackr1<tm1Pogo>,Ackr1<tm1Scp>,Ackr1<tm1Skmz>	MGI:1097689	MP:0005376 MP:0005387 MP:0005390	homeostasis/metabolism phenotype,immune system phenotype,skeleton phenotype
159	ACKR2	Ackr2	n				Ackr2<tm1Gjg>	MGI:1891697	MP:0010771 MP:0005387	immune system phenotype,integument phenotype
160	ACKR3	Ackr3	n				Ackr3<tm1.1Fma>,Ackr3<tm1.1Ics>,Ackr3<tm1.1Rodb>,Ackr3<tm1.1Twb>,Ackr3<tm1.2Ics>,Ackr3<tm1Fma>,Ackr3<tm1Jgo>,Ackr3<tm1Litt>,Ackr3<tm1Twb>,Ackr3<tm1Yzo>,Ackr3<tm2a(EUCOMM)Wtsi>,Ackr3<tm2b(EUCOMM)Wtsi>	MGI:109562	MP:0005387 MP:0005385 MP:0005397 MP:0010768 MP:0005386 MP:0005388 MP:0005376 MP:0005369	muscle phenotype,homeostasis/metabolism phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,hematopoietic system phenotype,mortality/aging
161	ACKR4	Ackr4	n				Ackr4<tm1.1Rjbn>,Ackr4<tm1Ccbl>,Ackr4<tm1Dgen>,Ackr4<tm1Lex>	MGI:2181676	MP:0005387 MP:0005376 MP:0005397 MP:0002873	normal phenotype,homeostasis/metabolism phenotype,immune system phenotype,hematopoietic system phenotype
162	ACLY	Acly	n				Acly<Gt(NPX098)Byg>,Acly<Gt(OST279611)Lex>,Acly<TgTn(sb-cHS4,Tyr)2517BOve>,Acly<tm1.1Welk>	MGI:103251	MP:0010768	mortality/aging
163	ACMSD	Acmsd	n				Acmsd<tm1a(EUCOMM)Hmgu>,Acmsd<tm1b(EUCOMM)Hmgu>	MGI:2386323		
164	ACO1	Aco1	n				Aco1<tm1.1Mwh>,Aco1<tm1.2Mwh>,Aco1<tm1Mwh>,Aco1<tm1Roua>	MGI:87879	MP:0005376 MP:0010768 MP:0002873	normal phenotype,homeostasis/metabolism phenotype,mortality/aging
165	ACO2	Aco2	n				Aco2<Gt(EUC0050e03)Hmgu>,Aco2<Gt(OST35811)Lex>	MGI:87880		
166	ACOD1	Acod1	n				Acod1<em1(IMPC)J>,Acod1<tm1a(KOMP)Wtsi>	MGI:103206	MP:0005397 MP:0005387	immune system phenotype,hematopoietic system phenotype
167	ACOT1	Acot1	n				Acot1<tm1(KOMP)Vlcg>	MGI:1349396		
168	ACOT11	Acot11	n				Acot11<tm1Deco>	MGI:1913736	MP:0005378 MP:0005375 MP:0005376 MP:0005384 MP:0005370 MP:0005386 MP:0005387	liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype
169	ACOT12	Acot12	n					MGI:1921406		
170	ACOT13	Acot13	n				Acot13<tm1a(EUCOMM)Wtsi>,Acot13<tm1Deco>	MGI:1914084	MP:0005381 MP:0005370 MP:0005386 MP:0005375 MP:0005376 MP:0005378	liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,digestive/alimentary phenotype,behavior/neurological phenotype
171	ACOT2	Acot2	n				Acot2<em1(IMPC)J>	MGI:2159605		
172	ACOT4	Acot4	n				Acot4<tm1a(KOMP)Wtsi>,Acot4<tm1b(KOMP)Wtsi>	MGI:2159621	MP:0005379 MP:0005367 MP:0005389	renal/urinary system phenotype,endocrine/exocrine gland phenotype,reproductive system phenotype
173	ACOT6	Acot6	n				Acot6<tm1a(KOMP)Wtsi>	MGI:1921287	MP:0002873	normal phenotype
174	ACOT7	Acot7	n				Acot7<Gt(OST184465)Lex>,Acot7<tm1.1Mwol>	MGI:1917275	MP:0003631 MP:0005370 MP:0005386 MP:0005378 MP:0005376 MP:0005375	nervous system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,behavior/neurological phenotype
175	ACOT8	Acot8	n				Acot8<Gt(OST38039)Lex>	MGI:2158201		
176	ACOT9	Acot9	n				Acot9<Gt(OST203859)Lex>	MGI:1928939		
177	ACOX1	Acox1	y	peroxisomal acyl-CoA oxidase deficiency	DOID:0050797	OMIM:264470	Acox1<lampe1>,Acox1<tm1Jkr>	MGI:1330812	MP:0005376 MP:0002006 MP:0005379 MP:0005378 MP:0005389 MP:0005387 MP:0005370	neoplasm,liver/biliary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,immune system phenotype,reproductive system phenotype
178	ACOX2	Acox2	n				Acox2<em1Pvv>,Acox2<tm1(EGFP/cre/ERT2)Wtsi>	MGI:1934852	MP:0002873	normal phenotype
179	ACOX3	Acox3	n				Acox3<em1(IMPC)J>	MGI:1933156		
180	ACOXL	Acoxl	n				Acoxl<em1(IMPC)Mbp>	MGI:1921371		
181	ACP1	Acp1	n				Acp1<em1(IMPC)Wtsi>,Acp1<Gt(RRK222)Byg>,Acp1<tm1Lex>	MGI:87881	MP:0005378 MP:0005376 MP:0005384 MP:0005369 MP:0005385 MP:0005387	muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype
182	ACP2	Acp2	n				Acp2<nax>,Acp2<tm1a(EUCOMM)Wtsi>,Acp2<tm1Psa>	MGI:87882	MP:0010771 MP:0005378 MP:0005384 MP:0005397 MP:0005386 MP:0005387 MP:0005390 MP:0005367 MP:0003631	nervous system phenotype,renal/urinary system phenotype,growth/size/body region phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype,integument phenotype
183	ACP4	Acp4	n					MGI:3644563		
184	ACP5	Acp5	n				Acp5<Gt(OST99090)Lex>,Acp5<tm1Ahdm>	MGI:87883	MP:0005397 MP:0005387 MP:0005390 MP:0005371	limbs/digits/tail phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype
185	ACP6	Acp6	n				Acp6<Gt(OST365230)Lex>	MGI:1931010	MP:0002873	normal phenotype
186	ACP7	Acp7	n					MGI:2142121		
187	ACPP	Acpp	n				Acpp<tm1Pivi>	MGI:1928480	MP:0005386 MP:0005389 MP:0002006 MP:0005379 MP:0010771	neoplasm,endocrine/exocrine gland phenotype,behavior/neurological phenotype,reproductive system phenotype,integument phenotype
188	ACR	Acr	n				Acr<tm1Tba>,Acr<tm1Wen>	MGI:87884	MP:0005389 MP:0002873	normal phenotype,reproductive system phenotype
189	ACRBP	Acrbp	n				Acrbp<Gt(OST21870)Lex>,Acrbp<tm1Tba>,Acrbp<tm1Wen>	MGI:1859515	MP:0005389	reproductive system phenotype
190	ACRV1	Acrv1	n					MGI:104590		
191	ACSBG1	Acsbg1	n				Acsbg1<Gt(OST7219)Lex>,Acsbg1<tm1Mld>	MGI:2385656	MP:0005379 MP:0005376 MP:0005389	homeostasis/metabolism phenotype,endocrine/exocrine gland phenotype,reproductive system phenotype
192	ACSBG2	Acsbg2	n				Acsbg2<Gt(OST346159)Lex>,Acsbg2<tm1a(EUCOMM)Wtsi>	MGI:3587728	MP:0005390 MP:0005386 MP:0002873	normal phenotype,behavior/neurological phenotype,skeleton phenotype
193	ACSF2	Acsf2	n				Acsf2<Gt(OST182478)Lex>,Acsf2<tm1.1(KOMP)Vlcg>,Acsf2<tm1(KOMP)Vlcg>	MGI:2388287	MP:0005375 MP:0005397 MP:0002873 MP:0005386	normal phenotype,adipose tissue phenotype,behavior/neurological phenotype,hematopoietic system phenotype
194	ACSF3	Acsf3	n					MGI:2182591		
195	ACSL1	Acsl1	n				Acsl1<tm1Rcol>	MGI:102797	MP:0005378 MP:0005375 MP:0005376 MP:0005384	adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype
196	ACSL3	Acsl3	n				Acsl3<Gt(OST148301)Lex>	MGI:1921455	MP:0005378 MP:0005387 MP:0005397	growth/size/body region phenotype,immune system phenotype,hematopoietic system phenotype
197	ACSL4	Acsl4	n				Acsl4<tm1a(EUCOMM)Wtsi>,Acsl4<tm1Tty>	MGI:1354713	MP:0002873 MP:0010768 MP:0005389 MP:0005385 MP:0005397 MP:0005390 MP:0005371 MP:0005377 MP:0005378 MP:0005379 MP:0005376	normal phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cardiovascular system phenotype,reproductive system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
198	ACSL5	Acsl5	n				Acsl5<tm1.1(KOMP)Vlcg>,Acsl5<tm1(KOMP)Vlcg>,Acsl5<tm1Lex>	MGI:1919129	MP:0005390 MP:0005391 MP:0005397 MP:0005385 MP:0005376	homeostasis/metabolism phenotype,cardiovascular system phenotype,skeleton phenotype,vision/eye phenotype,hematopoietic system phenotype
199	ACSL6	Acsl6	n					MGI:894291		
200	ACSM1	Acsm1	n					MGI:2152200		
201	ACSM2A	Acsm2	n				Acsm2<tm1.1(KOMP)Vlcg>,Acsm2<tm1(KOMP)Vlcg>	MGI:2385289	MP:0005376 MP:0010771	homeostasis/metabolism phenotype,integument phenotype
202	ACSM2B	Acsm2	n				Acsm2<tm1.1(KOMP)Vlcg>,Acsm2<tm1(KOMP)Vlcg>	MGI:2385289	MP:0005376 MP:0010771	homeostasis/metabolism phenotype,integument phenotype
203	ACSM3	Acsm3	n				Acsm3<tm1Lex>,Acsm3<tm1Njs>	MGI:99538	MP:0002873	normal phenotype
204	ACSM4	Acsm4	n				Acsm4<tm1(cre)Hsak>,Acsm4<tm1(EGFP/cre/ERT2)Wtsi>	MGI:2681844	MP:0003631 MP:0005386 MP:0005388 MP:0005382 MP:0005378 MP:0005394	nervous system phenotype,growth/size/body region phenotype,craniofacial phenotype,behavior/neurological phenotype,respiratory system phenotype,taste/olfaction phenotype
205	ACSM5	Acsm5	n					MGI:2444086		
206	ACSS1	Acss1	n				Acss1<tm1Jsak>	MGI:1915988	MP:0005386 MP:0010768 MP:0005378 MP:0005384 MP:0005376	homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,behavior/neurological phenotype,mortality/aging
207	ACSS2	Acss2	n				Acss2<tm1Reh>	MGI:1890410		
208	ACSS3	Acss3	n				Acss3<tm1b(KOMP)Wtsi>	MGI:2685720		
209	ACTA1	Acta1	y	nemaline myopathy 3	DOID:0110927	OMIM:161800	Acta1<tm1Hrd>,Acta1<tm1Jll>	MGI:87902	MP:0005390 MP:0005391 MP:0010768 MP:0005389 MP:0005386 MP:0005370 MP:0005376 MP:0005369 MP:0005382 MP:0005378 MP:0005375	muscle phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,craniofacial phenotype,behavior/neurological phenotype,reproductive system phenotype,skeleton phenotype,vision/eye phenotype,mortality/aging
210	ACTA2	Acta2	n				Acta2<tm1Rjs>	MGI:87909	MP:0005369 MP:0005391 MP:0005385	muscle phenotype,cardiovascular system phenotype,vision/eye phenotype
211	ACTB	Actb	n				Actb<em1Akas>,Actb<tm1.1Erv>,Actb<tm1.1(tetO-COP4*/EYFP)Ahky>,Actb<tm1.1(tetO-COP4*/EYFP)Kftnk>,Actb<tm1Alj>,Actb<tm1Bhr>,Actb<tm1Dost>,Actb<tm1(INSR)Dac>,Actb<tm1Itl>,Actb<tm1Npa>,Actb<tm1(PyVT)Arge>,Actb<tm1(Tag)Arge>,Actb<tm2.1Kftnk>,Actb<tm2.1Npa>,Actb<tm2Npa>,Actb<tm3.1(Sirt1)Npa>,Actb<tm4(cre/ERT2)Npa>	MGI:87904	MP:0005369 MP:0005376 MP:0005379 MP:0005375 MP:0005397 MP:0005385 MP:0005378 MP:0005389 MP:0010768 MP:0002873 MP:0003631 MP:0005377 MP:0005387 MP:0005370 MP:0005386 MP:0005380 MP:0002006	neoplasm,normal phenotype,nervous system phenotype,muscle phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,reproductive system phenotype,hematopoietic system phenotype,mortality/aging
212	ACTBL2	Actbl2	n					MGI:2444552		
213	ACTC1	Actc1	y	dilated cardiomyopathy 1R	DOID:0110456	OMIM:613424	Actc1<tm1Buck>,Actc1<tm1Jll>	MGI:87905	MP:0005385 MP:0002873 MP:0010768 MP:0005376 MP:0005384 MP:0005369 MP:0005378	normal phenotype,muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,cardiovascular system phenotype,mortality/aging
214	ACTG1	Actg1	n				Actg1<tm1.1Erv>,Actg1<tm1.1(KOMP)Vlcg>,Actg1<tm1.2Erv>,Actg1<tm1Erv>,Actg1<tm1(KOMP)Vlcg>	MGI:87906	MP:0005377 MP:0003631 MP:0005386 MP:0010768 MP:0005369 MP:0005378	nervous system phenotype,muscle phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,behavior/neurological phenotype,mortality/aging
215	ACTG2	Actg2	n				Actg2<em1(IMPC)J>	MGI:104589		
216	ACTL10	Actl10	n				Actl10<tm1a(EUCOMM)Wtsi>	MGI:1917612	MP:0005397 MP:0005390 MP:0005387	immune system phenotype,skeleton phenotype,hematopoietic system phenotype
217	ACTL6A	Actl6a	n				Actl6a<tm1.1Grc>,Actl6a<tm1.2Grc>	MGI:1861453	MP:0005387 MP:0010768 MP:0005397 MP:0005384	cellular phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
218	ACTL6B	Actl6b	n				Actl6b<tm1Grc>	MGI:1933548	MP:0005386 MP:0003631 MP:0010768	nervous system phenotype,behavior/neurological phenotype,mortality/aging
219	ACTL7A	Actl7a	n					MGI:1343051		
220	ACTL7B	Actl7b	n				Actl7b<tm1.1(KOMP)Vlcg>,Actl7b<tm1(KOMP)Vlcg>	MGI:1343053		
221	ACTL9	Actl9	n					MGI:1916731		
222	ACTN1	Actn1	n				Actn1<Gt(EUC0054a05)Hmgu>	MGI:2137706		
223	ACTN2	Actn2	n					MGI:109192		
224	ACTN3	Actn3	n				Actn3<tm1Knno>	MGI:99678	MP:0005376 MP:0005369	muscle phenotype,homeostasis/metabolism phenotype
225	ACTN4	Actn4	y	focal segmental glomerulosclerosis 1	DOID:0111128	OMIM:603278	Actn4<tm1.1Plk>,Actn4<tm1a(EUCOMM)Wtsi>,Actn4<tm1Plk>	MGI:1890773	MP:0005367 MP:0005390 MP:0005387 MP:0005391 MP:0005381 MP:0005377 MP:0003631 MP:0001186 MP:0002006 MP:0005385 MP:0005397 MP:0010768 MP:0005370 MP:0005388 MP:0005380 MP:0005376 MP:0005384 MP:0005382 MP:0005369 MP:0005379 MP:0005378	pigmentation phenotype,neoplasm,nervous system phenotype,renal/urinary system phenotype,muscle phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,respiratory system phenotype,skeleton phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging
